variables,units,values,description
floatingse.member1.env.windLoads.windLoads_Pz,N/m,[0. 0. 0. 0. 0. 0. 0.],
floatingse.member1.env.windLoads.windLoads_qdyn,N/m**2,"[  0.           0.           0.           0.           0.
 135.96968203 136.97858954]",
floatingse.member1.env.windLoads.windLoads_z,m,[-20.    -18.25  -16.5   -14.001  -2.5    14.545  15.   ],
floatingse.member1.env.windLoads.windLoads_beta,deg,[0.],
floatingse.member1.env.wave.U,m/s,"[0.60994613 0.66001441 0.71419262 0.79935815 1.34248945 0.
 0.        ]",
floatingse.member1.env.wave.W,m/s,"[-0.60994602 -0.66001431 -0.71419252 -0.79935806 -1.3424894   0.
  0.        ]",
floatingse.member1.env.wave.V,m/s,"[0.86259401 0.93340126 1.01002082 1.13046307 1.89856675 0.
 0.        ]",
floatingse.member1.env.wave.A,m/s**2,"[0.40554546 0.43883522 0.47485763 0.53148311 0.89260423 0.
 0.        ]",
floatingse.member1.env.wave.p,N/m**2,"[210250.67488563 193417.48171389 176646.42068107 152815.24831108
  45423.91322887      0.              0.        ]",
floatingse.member1.env.wave.phase_speed,m/s,[14.74885925],
floatingse.member1.env.waveLoads.waveLoads_Px,N/m,"[1686.38034725 1976.52473793 2311.97682358 2886.01801613 8199.551056
    0.            0.        ]",
floatingse.member1.env.waveLoads.waveLoads_Py,N/m,[0. 0. 0. 0. 0. 0. 0.],
floatingse.member1.env.waveLoads.waveLoads_Pz,N/m,[0. 0. 0. 0. 0. 0. 0.],
floatingse.member1.env.waveLoads.waveLoads_qdyn,N/m**2,"[190.66757013 223.25474942 261.41143613 327.4738916  923.66743173
   0.           0.        ]",
floatingse.member1.env.waveLoads.waveLoads_pt,N/m**2,"[210441.34245576 193640.73646331 176907.8321172  153142.72220268
  46347.5806606       0.              0.        ]",
floatingse.member1.env.waveLoads.waveLoads_z,m,[-20.    -18.25  -16.5   -14.001  -2.5    14.545  15.   ],
floatingse.member1.env.waveLoads.waveLoads_beta,deg,[0.],
floatingse.member1.env.Px,N/m,"[1686.38034725 1976.52473793 2311.97682358 2886.01801613 8199.551056
 1203.83668406 1213.28519419]",
floatingse.member1.env.Py,N/m,[0. 0. 0. 0. 0. 0. 0.],
floatingse.member1.env.Pz,N/m,[0. 0. 0. 0. 0. 0. 0.],
floatingse.member1.env.qdyn,N/m**2,"[2.10441342e+05 1.93640736e+05 1.76907832e+05 1.53142722e+05
 4.63475807e+04 1.35969682e+02 1.36978590e+02]",
floatingse.member1.Px,N/m,"[    0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.]",
floatingse.member1.Py,N/m,"[    0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.]",
floatingse.member1.Pz,N/m,"[-1686.38034725 -1694.67018699 -1972.37981807 -1976.52473793
 -1981.31691059 -2311.97682358 -2886.01801613 -3336.93604473
 -3360.03635357 -8199.551056   -1203.83668406 -1212.24689637
 -1213.28519419 -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.
 -9999.         -9999.         -9999.         -9999.        ]",
floatingse.member1.qdyn,Pa,"[ 2.10201334e+05  2.01921035e+05  1.93760741e+05  1.93521216e+05
  1.85154764e+05  1.65025277e+05  1.48611288e+05  1.43847710e+05
  9.49815737e+04  2.32417752e+04  1.36418701e+02  1.36923155e+02
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03]",
floatingse.member2.section_height,m,[ 1.75   1.75   2.499 11.501 17.045  0.455],
floatingse.member2.z_param,m,[-20.    -18.25  -16.5   -14.001  -2.5    14.545  15.   ],
floatingse.member2.sec_loc,,[0.         0.05162623 0.11430046 0.32080537 0.74186887 1.        ],normalized sectional location
floatingse.member2.str_tw,deg,[0. 0. 0. 0. 0. 0.],structural twist of section
floatingse.member2.tw_iner,deg,[0. 0. 0. 0. 0. 0.],inertial twist of section
floatingse.member2.mass_den,kg/m,"[15254.00312951 15254.00312951 15254.00312951 15254.00312951
 15254.00312951 15254.00312951]",sectional mass per unit length
floatingse.member2.foreaft_iner,kg*m,"[295555.84438612 295555.84438612 295555.84438612 295555.84438612
 295555.84438612 295555.84438612]",sectional fore-aft intertia per unit length about the Y_G inertia axis
floatingse.member2.sideside_iner,kg*m,"[295555.84438612 295555.84438612 295555.84438612 295555.84438612
 295555.84438612 295555.84438612]",sectional side-side intertia per unit length about the Y_G inertia axis
floatingse.member2.foreaft_stff,N*m**2,"[7.57835498e+12 7.57835498e+12 7.57835498e+12 7.57835498e+12
 7.57835498e+12 7.57835498e+12]",sectional fore-aft bending stiffness per unit length about the Y_E elastic axis
floatingse.member2.sideside_stff,N*m**2,"[7.57835498e+12 7.57835498e+12 7.57835498e+12 7.57835498e+12
 7.57835498e+12 7.57835498e+12]",sectional side-side bending stiffness per unit length about the Y_E elastic axis
floatingse.member2.tor_stff,N*m**2,"[6.0096355e+12 6.0096355e+12 6.0096355e+12 6.0096355e+12 6.0096355e+12
 6.0096355e+12]",sectional torsional stiffness
floatingse.member2.axial_stff,N,"[3.91128285e+11 3.91128285e+11 3.91128285e+11 3.91128285e+11
 3.91128285e+11 3.91128285e+11]",sectional axial stiffness
floatingse.member2.cg_offst,m,[0. 0. 0. 0. 0. 0.],offset from the sectional center of mass
floatingse.member2.sc_offst,m,[0. 0. 0. 0. 0. 0.],offset from the sectional shear center
floatingse.member2.tc_offst,m,[0. 0. 0. 0. 0. 0.],offset from the sectional tension center
floatingse.member2.constr_d_to_t,,[250. 250. 250. 250. 250. 250.],
floatingse.member2.constr_taper,,[1. 1. 1. 1. 1. 1.],
floatingse.member2.slope,,[1. 1. 1. 1. 1. 1.],
floatingse.member2.nu_full,,[0.26103405 0.26103405 0.26103405 0.26103405 0.26103405 0.26103405],
floatingse.member2.shell_cost,USD,[1340078.16624727],
floatingse.member2.shell_mass,kg,[533890.10953268],
floatingse.member2.shell_z_cg,m,[17.5],
floatingse.member2.shell_I_base,kg*m**2,"[2.28349583e+08 2.28349583e+08 2.06889091e+07 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
floatingse.member2.bulkhead_mass,kg,[188390.00170223],
floatingse.member2.bulkhead_z_cg,m,[10.9375],
floatingse.member2.bulkhead_cost,USD,[179152.12708949],
floatingse.member2.bulkhead_I_base,kg*m**2,"[61956879.55357232 61956879.55357232  3620855.8327168         0.
        0.                0.        ]",
floatingse.member2.stiffener_mass,kg,[0.],
floatingse.member2.stiffener_z_cg,m,[0.],
floatingse.member2.stiffener_cost,USD,[0.],
floatingse.member2.stiffener_I_base,kg*m**2,[0. 0. 0. 0. 0. 0.],
floatingse.member2.flange_spacing_ratio,,[0.],
floatingse.member2.stiffener_radius_ratio,,"[-9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.
 -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999. -9999.]",
floatingse.member2.constr_flange_compactness,,[0.],
floatingse.member2.constr_web_compactness,,[0.],
floatingse.member2.ballast_cost,USD,[846665.],
floatingse.member2.ballast_mass,kg,[846665.],
floatingse.member2.ballast_height,,[0.04006271 0.        ],
floatingse.member2.ballast_z_cg,m,[0.7010974],
floatingse.member2.ballast_I_base,kg*m**2,"[ 8691340.84930106  8691340.84930106 16272901.3               0.
        0.                0.        ]",
floatingse.member2.variable_ballast_capacity,m**3,[1902.01444026],
floatingse.member2.variable_ballast_Vpts,m**3,"[   0.          211.33493781  422.66987561  634.00481342  845.33975123
 1056.67468903 1268.00962684 1479.34456465 1690.67950246 1902.01444026]",
floatingse.member2.variable_ballast_spts,,[0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5 ],
floatingse.member2.constr_ballast_capacity,,[0.80125417 0.        ],
floatingse.member2.total_mass,kg,[1568945.11123491],
floatingse.member2.total_cost,USD,[2365895.29333676],
floatingse.member2.structural_mass,kg,[722280.11123491],
floatingse.member2.structural_cost,USD,[1519230.29333676],
floatingse.member2.z_cg,m,[7.64665832],
floatingse.member2.I_total,kg*m**2,"[2.07259412e+08 2.07259412e+08 4.05826662e+07 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
floatingse.member2.center_of_mass,m,[ 26.17176277  45.33082566 -12.35334168],
floatingse.member2.nodes_r,m,"[ 6.250e+00  6.250e+00  6.250e+00  6.250e+00  6.250e+00  6.250e+00
  6.250e+00  6.250e+00  6.250e+00  6.250e+00  6.250e+00  6.250e+00
  6.250e+00 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03 -9.999e+03
 -9.999e+03 -9.999e+03]",
floatingse.member2.section_D,m,"[   12.5    12.5    12.5    12.5    12.5    12.5    12.5    12.5    12.5
    12.5    12.5    12.5 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.  -9999.
 -9999.  -9999. ]",
